song_id,release_year,key,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,popularity,artist_type,genre,hit,duration_log,followers_log
2EoIt9vdgFRNW03u5IvFsQ,1992,A,0.0711,0.795,0.582,0.0,0.12,-10.156,0.0306,0.965,121.798,86.0,singer,country,1,12.222801927484051,11.734820236883909
2EoSscEbxHXdroYeRCNSHW,1971,C,0.654,0.364,0.311,0.000505,0.151,-13.253,0.0315,0.178,111.941,78.0,band,disco,0,12.702112496514228,14.658209430629352
2EsOy9Yk7Du8RvkA0lhm4L,1993,F,0.246,0.333,0.513,0.0902,0.177,-7.542,0.0278,0.0969,81.992,67.0,-,jazz,1,12.604405714334739,13.148900142158856
2EvwLVrnYbCZEG6Kx5DCRy,2008,B,0.0902,0.769,0.638,0.0,0.0857,-5.054,0.216,0.782,115.007,82.0,singer,pop,1,12.264850857898987,15.67115051937633
2ExN8kNG896WKyHwViQkwK,1972,B,0.0961,0.909,0.627,0.0,0.0464,-8.631,0.0348,0.945,111.757,40.0,singer,soul/r&b,0,12.208609425182143,10.501801939324901
2F1H1Tm2qJmeiFcUi7vZiL,2006,D,0.109,0.793,0.618,0.0,0.331,-8.664,0.108,0.31,119.984,71.0,rapper,hip hop/rap,0,12.463814705589053,13.142781501517984
2F1tiSvwwzEpMyEEfVGyaA,1981,C,0.0387,0.306,0.422,1.1e-06,0.0809,-13.578,0.0345,0.671,201.042,71.0,band,rock,1,12.505095171275956,13.859064178195565
2F3ENbneNRsFZ0wpbpXLZF,1991,E,0.341,0.666,0.909,0.0,0.246,-11.076,0.0955,0.535,118.137,17.0,-,unknown,0,12.412712761225302,7.110696122978827
2F3vCjCAoGAzwh5CdOambh,1969,B,0.0765,0.65,0.69,0.00104,0.0699,-8.433,0.104,0.797,122.311,4.0,-,unknown,0,12.105152257898368,5.337538079701318
2F4FNcz68howQWD4zaGJSi,1994,F,0.743,0.321,0.474,0.0,0.204,-9.383,0.0348,0.804,121.199,56.0,band,gospel,0,11.995931692849954,9.780245895678089
2F4OVzPcb3KXIvQg9MgEXo,1979,"A♯, B♭",0.143,0.546,0.563,0.0598,0.0885,-12.636,0.04,0.518,123.599,63.0,band,rock,0,12.867834932558294,11.756279403572467
2F4ix8buVKDFhVH4yjOg2s,1965,E,0.559,0.433,0.462,5.28e-05,0.239,-10.192,0.0269,0.469,103.882,61.0,band,pop,0,12.21245722068537,11.639575736893718
2F6gQSyJsFtx4PRzhyFrDw,1989,"A♯, B♭",0.0857,0.698,0.812,0.0,0.155,-7.904,0.0324,0.931,123.915,43.0,band,soul/r&b,0,12.446824260984672,9.85319375848166
2F79HavLHwJlfvvJOkkIQD,2011,E,0.0599,0.584,0.498,0.000254,0.132,-9.288,0.0454,0.392,141.92,80.0,band,folk/indie,1,12.281309979714454,15.478592549525061
2F8Glc7r4mHHSCEegD4Ju1,1989,A,0.00566,0.524,0.886,0.00182,0.331,-9.154,0.0385,0.511,132.446,60.0,band,rock,0,12.37045932968776,13.415608944877064
2FAL6hxj5Qxuj0kWOkEOsF,1984,A,0.00088,0.583,0.891,0.000163,0.103,-4.565,0.0345,0.814,136.794,74.0,singer,pop,1,12.342646903939364,13.792359631365107
2FCZ4F1gcbBM1dXiQRn2tf,1964,D,0.71,0.657,0.502,0.0,0.378,-9.271,0.084,0.917,134.462,61.0,singer,pop,0,12.076351128959413,11.849404844423074
2FCiuaXNE1kjwSoAvso4vT,1968,G,0.0501,0.647,0.571,0.887,0.0896,-6.003,0.0278,0.922,135.785,30.0,band,unknown,1,11.891827545685672,6.595780513961311
2FDIwfqSI44hVE9D6RmLQQ,1990,A,0.013,0.682,0.722,0.000816,0.0338,-7.599,0.0496,0.904,95.753,42.0,-,electronic/dance,0,12.418228047644007,9.335474102732949
2FDWrTdp4lXyxDIjepzbfH,2014,"C♯, D♭",0.0744,0.494,0.936,0.0,0.148,-2.989,0.0418,0.582,141.939,84.0,duo,country,0,12.202671869440753,14.951592026746859
2FErOzGHJgSwZTDgAPSoqm,1964,G,0.809,0.19,0.315,0.000843,0.225,-10.632,0.0295,0.104,93.85,60.0,singer,hip hop/rap,0,12.350579833138761,11.298419502051605
2FEtG35oVdsJv8ZSP3y4Yu,1976,C,0.0949,0.774,0.521,0.618,0.0911,-10.447,0.0634,0.917,167.72,32.0,band,unknown,0,12.283038316285214,8.10258642539079
2FEtlnZ3qzhqW25Z4MdWsV,1974,G,0.542,0.435,0.539,0.0,0.14,-8.508,0.0305,0.63,168.989,74.0,band,soul/r&b,0,12.37198530979008,14.159982142886927
2FFIFHOHaw5Yui2i9gQon0,1981,"C♯, D♭",0.311,0.469,0.146,0.000746,0.098,-21.715,0.0458,0.314,139.025,49.0,band,funk,0,12.626101190115389,10.79117302739995
2FHov2L9zj4FnErueZRQSu,1971,D,0.0598,0.607,0.708,0.839,0.36,-10.626,0.0394,0.557,114.471,42.0,-,jazz,0,11.8170737226273,9.808407346285858
2FLnILYgHX4Ms14CLM0kqW,1964,C,0.426,0.583,0.336,0.0,0.133,-12.063,0.0265,0.628,98.498,67.0,singer,adult standards,0,12.130211599177892,12.269300933687273
2FNPJWVdGxYhWaotd6rULS,2016,"A♯, B♭",0.866,0.33,0.357,1.76e-05,0.19,-10.171,0.0348,0.101,84.119,91.0,singer,pop,0,12.115715678289448,16.803946528116406
2FNYp8WnWlqkI4J0Zgea7a,2007,C,0.00198,0.446,0.793,1.15e-06,0.328,-6.936,0.0308,0.678,158.103,77.0,singer,country,0,12.160311389583377,14.585183962919027
2FOIK633FgeVKWGl4bjSZU,1981,"C♯, D♭",0.116,0.501,0.3,1.54e-05,0.219,-14.475,0.0328,0.309,135.195,70.0,singer,adult standards,1,12.24945775246958,13.67065471367201
2FRnf9qhLbvw8fu4IBXx78,2018,D,0.189,0.735,0.478,2.48e-06,0.355,-12.472,0.0293,0.947,107.682,71.0,duo,pop,0,12.47976101119062,13.693077352005785
2FSQYGTyk8GTIaiRyAWu74,2007,"C♯, D♭",0.0947,0.84,0.68,0.0,0.118,-6.475,0.116,0.498,99.734,74.0,rapper,pop,1,12.286056889956306,14.056163913986278
2FSZPrh5RRlXkrEC6Vqh18,1965,D,0.436,0.671,0.867,0.0,0.139,-2.706,0.0571,0.839,120.689,27.0,-,unknown,1,11.9801815732346,5.736572297479192
2FWmKZ3kNbVsKGhuNHsltW,1995,D,0.549,0.704,0.701,0.0,0.664,-8.031,0.46,0.618,92.032,65.0,rapper,hip hop/rap,0,12.289990910443644,12.97397473179434
2FXjj5Exd2agGGhNQ6WWPz,2013,"F♯, G♭",0.00944,0.796,0.52,0.0,0.112,-8.041,0.0497,0.697,128.063,20.0,-,unknown,0,12.427410567676743,4.174387269895637
2FY7b99s15jUprqC0M5NCT,2018,D,0.217,0.704,0.611,0.0,0.0812,-6.112,0.0409,0.22,100.0,91.0,band,country,1,12.151975423809889,16.877702350108176
2Fatceqpc1TNOUroAL4Ouq,1967,G,0.0188,0.222,0.592,1.86e-06,0.267,-8.023,0.0333,0.401,93.31,57.0,band,rock,0,12.090594451684062,11.74812406136495
2FmtoHW5h3UwzF2RqepFL6,1977,B,0.0198,0.778,0.538,8.6e-05,0.131,-11.093,0.0368,0.684,122.184,42.0,band,soul/r&b,0,12.961884718080311,8.391176350832751
2Fns5n1hiCpoSO7iI8pyo1,1976,C,0.00768,0.527,0.884,0.0,0.869,-6.876,0.0794,0.897,148.194,59.0,band,rock,0,12.19447565968451,12.939387206397235
2FqVUZc8DSxibYFtTiOI26,1966,"D♯, E♭",0.853,0.712,0.419,0.0,0.0651,-12.035,0.0338,0.5,124.218,47.0,-,adult standards,0,12.007139883431021,9.594445640962938
2Fs18NaCDuluPG1DHGw1XG,2006,F,0.00324,0.582,0.952,0.0,0.223,-3.848,0.0731,0.655,103.027,76.0,band,country,1,12.52931851236643,14.50881272651296
2Fsg9at6oxnR7h6PhNcOmE,2000,E,0.498,0.739,0.688,0.0,0.17,-5.581,0.0349,0.769,126.998,64.0,band,country,1,12.2608164799514,13.400086018961536
2FtmoFvYo1zBsoxqchpzJC,1983,"G♯, A♭",0.272,0.315,0.484,3.04e-06,0.0862,-10.83,0.0285,0.364,171.156,69.0,singer,pop,0,12.348561301822405,13.523499127351263
2FuOe3iWEIIClvwGeyMtDs,1966,F,0.00806,0.371,0.574,1.85e-06,0.184,-9.776,0.0357,0.865,143.343,23.0,band,pop,0,11.74457672289705,6.349138991379798
2FwpeqCg1ifW2p1SmQYQBV,1967,F,0.543,0.407,0.298,4.39e-06,0.103,-10.977,0.0286,0.422,107.832,29.0,singer,pop,0,12.108432252887486,8.267705664762426
2G57lUZVgMqtewWfrN2cWo,1971,"C♯, D♭",0.0425,0.498,0.811,0.0,0.0959,-8.884,0.044,0.828,76.782,58.0,band,funk,0,12.292314559892684,12.71420564744143
2G5UYNa1wIGaTLdiindJox,1980,"A♯, B♭",0.0214,0.666,0.861,5.49e-05,0.0586,-9.613,0.0345,0.897,138.903,32.0,-,pop,0,12.352887915473564,8.469262657658687
2G634xynj7ev8r5c0sAL3T,2013,"D♯, E♭",0.522,0.503,0.78,0.16,0.138,-5.148,0.0323,0.737,137.936,75.0,singer,country,0,12.238157381127902,14.459575681758288
2G7V7zsVDxg1yRsu7Ew9RJ,2018,"C♯, D♭",0.0589,0.835,0.626,6e-05,0.396,-5.833,0.125,0.35,91.03,99.0,rapper,hip hop/rap,1,12.291910834603906,17.503026608065213
2G7ttyDosjWmunOYsNRm0C,1987,D,0.203,0.601,0.73,2e-05,0.107,-11.103,0.0361,0.684,116.313,71.0,band,rock,1,12.414715569074824,13.859064178195565
2G9HPwBaHica41sMtQ7QvX,1975,F,0.578,0.441,0.237,0.000765,0.0977,-10.169,0.0252,0.145,78.939,41.0,singer,gospel,1,12.215696190321324,9.645364282325891
2G9eWzsXMhtIFepkY71FVd,1983,G,0.536,0.641,0.439,0.0,0.532,-10.745,0.0329,0.298,132.588,59.0,-,traditional,1,12.448238127319225,11.393601242295016
2GB8OypbvrvCee61FKx5dp,1966,D,0.139,0.497,0.59,7.11e-06,0.378,-11.203,0.0296,0.969,142.027,77.0,singer,folk/indie,0,11.831241004722594,14.556198551150354
2GCKWEsbb0Xo1oodTOKVi1,2013,"F♯, G♭",0.145,0.555,0.518,0.0,0.343,-7.323,0.096,0.577,104.6,94.0,singer,pop,0,12.479304565600518,17.208010728290933
2GDtLoN8RcQ5lAjHwp2jGS,1976,A,0.121,0.631,0.872,0.000109,0.0779,-4.698,0.0616,0.842,118.809,39.0,band,kids,0,12.071632268475879,10.558906905035101
2GEDd9qtGXU7IvGgqTF6Uj,1972,C,0.159,0.712,0.399,0.000377,0.0881,-9.551,0.0282,0.799,97.918,70.0,singer,soul/r&b,1,12.163358236522617,13.926842608464812
2GEVYh26CoMvxc6Hd56Qpu,2003,"F♯, G♭",0.0355,0.576,0.496,0.0,0.162,-6.716,0.0264,0.236,77.006,71.0,singer,country,0,12.450539236355363,13.792048462976485
2GF0D3d6LKIsDnk8ufpBQa,1987,A,0.0128,0.642,0.82,1.16e-06,0.299,-6.789,0.0619,0.782,126.25,41.0,band,rock,0,12.278397958261774,10.020692643436833
2GGMabyHXnJmjY6CXhhB2e,2018,"G♯, A♭",0.00534,0.95,0.59,0.0,0.11,-6.508,0.29,0.219,130.003,92.0,rapper,pop,0,12.12012252339217,16.031573899537072
2GGXna7FXpFGhFfeuCijZ0,2009,"C♯, D♭",0.0832,0.688,0.772,1.2e-05,0.304,-8.165,0.223,0.572,94.947,85.0,singer,hip hop/rap,0,12.20661249978264,15.51476449402048
2GH5jo15wbTv1Ll7zXEzSg,1978,E,0.323,0.608,0.745,0.00428,0.135,-8.772,0.0857,0.614,88.941,77.0,band,disco,1,12.533266254226715,14.460965321609736
2GHO21NrpLapnnfx5z2UL6,2018,"D♯, E♭",0.0338,0.543,0.868,0.000289,0.19,-4.69,0.0354,0.433,144.07,80.0,singer,country,0,12.169870172902913,14.99621913656942
2GHYJ0dhVds3PODKnTdiGE,1992,F,0.0558,0.6,0.811,6.82e-06,0.109,-7.693,0.0788,0.622,124.303,56.0,band,rock,1,12.186466698891085,11.928103251932185
2GICtNjlmq5w1XIQ9s0D9y,2016,"F♯, G♭",0.317,0.781,0.588,0.0,0.0983,-5.348,0.0386,0.564,93.979,94.0,singer,traditional,0,12.249965121294512,16.093588898594867
2GK1GVj7thGeoluNg7xq5A,1979,"F♯, G♭",0.23,0.569,0.757,6.34e-05,0.0544,-8.773,0.031,0.857,120.785,66.0,band,disco,0,12.318512543125225,12.94779806304266
2GKZrOJdhUM0qbYdNCeO65,1966,D,0.647,0.558,0.271,2.71e-05,0.264,-12.951,0.0314,0.335,123.158,50.0,singer,adult standards,0,11.968963274567898,10.85657298023876
2GLxvCiSUGu94wJFbojwWg,1973,"C♯, D♭",0.166,0.589,0.62,8.12e-06,0.153,-9.259,0.0431,0.65,154.621,73.0,band,rock,0,12.192521238578445,13.569851678305152
2GMHqFwYnY3OGSvACE1pkE,1964,G,0.82,0.383,0.282,1.76e-05,0.212,-11.764,0.0467,0.246,187.09,48.0,band,pop,0,12.142781346287919,10.69083065598303
2GMq1ZhriuYkEddGQsQDOk,1976,F,0.000153,0.552,0.914,0.789,0.13,-9.485,0.0538,0.947,127.658,32.0,band,disco,0,12.753928122729507,9.315960853839867
2GORop0i2cyx8C0A3JzL44,1975,D,0.551,0.565,0.392,0.000106,0.247,-10.083,0.0268,0.493,98.485,53.0,-,rock,1,12.103380788056622,10.978541168793958
2GRMJEIAvKlqJd9UHZTjRD,1988,"A♯, B♭",0.00299,0.693,0.535,3.03e-06,0.0636,-13.99,0.0446,0.666,95.557,50.0,singer,funk,0,12.425212191503038,12.480582088596682
2GS7YyVELPqdCA5WP90rYs,2008,E,0.799,0.41,0.311,1.87e-06,0.123,-7.044,0.0391,0.217,130.617,1.0,-,unknown,0,12.270778340193472,3.332204510175204
2GSwZcpUL6ig83Gd7SE2c2,1973,"G♯, A♭",0.17,0.79,0.578,0.00309,0.109,-8.411,0.0404,0.749,107.92,43.0,singer,pop,0,12.468083001225496,9.641668139610074
2GVzN3ZPHuhNh9TwxI7GOc,1991,"D♯, E♭",0.678,0.509,0.325,1.82e-06,0.122,-12.162,0.0289,0.183,131.941,3.0,singer,unknown,0,12.401857332962951,4.31748811353631
2GY61PRJ8vxOY6b6YVHqWJ,1976,F,0.149,0.692,0.844,2.19e-06,0.342,-8.177,0.0443,0.874,106.968,50.0,band,soul/r&b,0,12.597756561062068,11.501571249131523
2GZI4BNVJJs6qbovuBohmp,1979,G,0.0735,0.759,0.619,0.0,0.197,-10.029,0.0357,0.851,121.526,0.0,band,unknown,0,12.303807156993546,5.075173815233827
2GZe8LsPldakpQy5T8151f,1977,"C♯, D♭",0.669,0.563,0.511,2.48e-05,0.0974,-9.544,0.0336,0.606,140.235,65.0,band,soul/r&b,0,12.49525858660446,12.37071382146905
2GaG5bQIlWU4Nwkpg37HVw,1968,F,0.648,0.612,0.579,0.00105,0.122,-15.736,0.0812,0.903,135.865,40.0,band,soul/r&b,0,12.00982050718424,8.864181369765426
2Gah9qQMVdxCZJllU9HmnZ,1988,E,0.0246,0.585,0.804,1.03e-06,0.179,-6.205,0.044,0.673,111.115,69.0,band,rock,0,12.440883864112056,13.473390602963219
2GbePPrWWSRxcmW6QRSPae,1967,"G♯, A♭",0.139,0.467,0.783,0.0214,0.08,-5.207,0.0528,0.591,160.841,43.0,-,soul/r&b,0,11.965706635420378,9.000236434169777
2Gd10PZnMktt3Cgo9s6yi0,1988,A,0.0562,0.66,0.886,0.00133,0.0329,-8.286,0.0353,0.964,134.904,86.0,singer,rock,1,12.525885452686339,15.056528248509482
2GdWNthCTVMBnuw59WyIci,1987,C,0.206,0.638,0.785,0.0,0.105,-6.143,0.0297,0.751,137.444,68.0,band,rock,1,12.299143957302455,13.34439430998781
2GfDXaXn1plzia3dec4E4l,1972,D,0.915,0.513,0.621,2.37e-05,0.189,-11.185,0.121,0.808,71.502,10.0,singer,unknown,0,12.266104150311,4.248495242049359
2GgIDaPLsowybB3WgxLWUj,2005,"G♯, A♭",0.0353,0.561,0.716,0.0,0.122,-3.341,0.0291,0.667,152.089,58.0,-,country,0,12.133077131288706,12.259907208158578
2GgxS8bUT5G25QJTsfSv0R,2014,"C♯, D♭",0.31,0.559,0.777,0.0,0.105,-5.031,0.0432,0.329,87.016,87.0,singer,pop,1,12.351094642573306,15.741293507055397
2GhA8OAODRkEMUq8RYgCeF,1996,"C♯, D♭",0.0539,0.837,0.514,0.000112,0.0999,-14.883,0.116,0.676,104.076,38.0,-,unknown,1,12.318928004550248,10.222958947477316
2Ghk7iIpJfueb2oOeHl4MP,1970,C,0.73,0.379,0.29,4.46e-06,0.14,-10.952,0.0263,0.266,83.245,56.0,band,soul/r&b,0,12.044265227553915,12.518559519400876
2Gj1vc5Z4cX673brTMDe8W,1969,"C♯, D♭",0.492,0.718,0.652,0.000135,0.152,-7.51,0.154,0.649,116.764,66.0,band,pop,0,11.912600509632751,12.217818393360224
2Gk4jzAaKkFv73bLiSNlwx,1989,"A♯, B♭",0.267,0.733,0.772,0.0,0.135,-9.871,0.0477,0.719,101.046,64.0,singer,rock,0,12.588340772034135,12.69322526173188
2Gl0FzuLxflY6nPifJp5Dr,2017,C,0.197,0.633,0.592,0.0,0.099,-7.245,0.112,0.679,90.066,90.0,DJ,electronic/dance,0,12.173094805032967,15.49342080643025
2GlCfUheirwLr62pmb6rMt,1992,"F♯, G♭",0.0263,0.658,0.887,0.329,0.07,-8.444,0.0638,0.538,118.098,39.0,band,hip hop/rap,0,12.941131626556093,10.116136224757685
2GlhJyZRWP3MnSXOvnovIa,2006,"C♯, D♭",0.068,0.8,0.88,0.0,0.54,-2.342,0.215,0.659,95.001,66.0,band,hip hop/rap,0,12.389285471692228,13.310095271890559
2Go3GgCcMjtZVdLUo2CI63,1981,B,0.0635,0.505,0.898,0.0,0.28,-7.511,0.0452,0.859,145.465,34.0,band,soul/r&b,1,12.313616775366304,8.83200393125627
2Gp23sr178DBntGtqKnJez,1972,G,0.0113,0.422,0.955,0.0458,0.107,-4.73,0.101,0.27,138.041,52.0,band,rock,0,12.323860125621126,11.648845253106094
2GrFTSvFN9I1PPN6y2Bjvl,1995,B,0.544,0.596,0.458,0.0,0.0679,-12.627,0.0485,0.363,77.285,61.0,band,funk,0,12.647638219263062,13.184222060982636
2GtaNlidzvK3hY78kCdsHa,2010,"G♯, A♭",0.829,0.672,0.403,0.823,0.272,-9.809,0.0273,0.54,140.978,80.0,singer,hip hop/rap,0,12.469209688250697,14.980329350912315
2GvkFSjRXV0Ii3uYnHiQ74,1992,D,0.00019,0.737,0.814,0.392,0.0844,-10.396,0.0307,0.803,120.01,33.0,singer,electronic/dance,0,12.554007505970876,7.552762084214147
2GwDKcTJlvoRDaJXkA7ULJ,1992,F,0.329,0.594,0.883,8.33e-05,0.276,-4.279,0.0451,0.863,89.997,57.0,singer,rock,1,12.386283643327229,11.62041571114118
2GxGYGrixbXPFojONbzdo9,2014,C,0.0151,0.61,0.817,9.09e-06,0.0998,-4.775,0.0331,0.688,115.036,78.0,band,rock,0,12.23550522621388,14.88790412012233
2Gy3XMLbBxACZ4tXdFRGr7,2012,A,0.413,0.721,0.819,0.0,0.196,-5.715,0.0269,0.867,96.02,69.0,band,country,1,12.265854559426835,14.225546537040435
2GyH5rvdnfkjzsTFaWrrov,1980,E,0.654,0.714,0.658,0.0914,0.778,-11.342,0.0375,0.85,110.97,74.0,singer,country,1,11.94704929399284,13.717210613263653
2Gyc6e2cLxA5hoX1NOvYnU,2016,B,0.0862,0.546,0.529,6.5e-06,0.124,-10.511,0.0583,0.247,107.331,85.0,singer,hip hop/rap,1,12.379134799391949,14.709054123639454
2GzFrEj343FZaz1Ae3dDpq,1981,G,0.0338,0.625,0.876,8.72e-06,0.486,-8.091,0.0328,0.71,112.461,78.0,band,rock,0,12.311936034725905,14.660149744350694
2H1l4JczUDbiWfQtQElB05,2008,E,0.129,0.716,0.666,0.0,0.25,-7.719,0.0539,0.864,78.498,81.0,singer,pop,1,12.229466854583764,15.35930192229225
2H3wWrnO758y0fPH7Ilerg,2017,B,0.585,0.769,0.156,0.015,0.102,-10.7,0.035,0.527,105.95,93.0,rapper,hip hop/rap,0,11.88265285391988,16.515338918845647
2H4KT0UISHuDBx5qlXJKfF,1970,G,0.729,0.39,0.399,0.00593,0.131,-14.308,0.0335,0.516,92.707,49.0,singer,adult standards,0,12.214769716133162,10.196082536848554
2H7PHVdQ3mXqEHXcvclTB0,1983,F,0.137,0.866,0.73,0.0,0.0843,-8.201,0.0767,0.625,118.523,77.0,singer,funk,1,12.845998358180731,15.13436459177655
2H82AQCQNc4TH2yVcYKIID,1976,"G♯, A♭",0.218,0.531,0.668,0.00404,0.307,-9.494,0.115,0.434,134.446,68.0,band,rock,0,12.6585517381596,13.26668707305662
2H881m3JRA8lpuuwaQL6zy,2017,B,0.387,0.614,0.682,0.0,0.134,-4.117,0.102,0.566,100.202,70.0,singer,soul/r&b,0,12.042694523502774,13.862493375580716
2H9CKpZiLDF223BbwehpDF,2009,"A♯, B♭",0.105,0.609,0.79,0.0,0.314,-3.787,0.0663,0.664,129.334,73.0,band,pop,0,12.437557312813452,14.883326812668555
2HB1jDQn9hCojKIr6Yfhze,2014,D,0.867,0.453,0.146,3.49e-06,0.0945,-8.976,0.0343,0.0915,137.905,70.0,band,rock,1,12.343226842865814,12.76455922472074
2HCMxcxsVcaFrjAb9efSJ4,1970,"G♯, A♭",0.628,0.597,0.623,5.1e-05,0.107,-8.43,0.128,0.918,79.961,31.0,band,soul/r&b,0,12.208659297260274,7.356279876550748
2HCaIYjkvWSZzaSKUoOh3d,1965,D,0.513,0.456,0.47,3.76e-05,0.444,-9.564,0.0294,0.639,120.336,64.0,band,rock,1,11.914837602078846,13.059749403137808
2HDc1De9ZdPO1DDLao0iIw,1987,D,0.153,0.632,0.641,0.396,0.0548,-6.906,0.0288,0.927,161.373,59.0,singer,rock,0,12.417414833887841,12.634749595632124
2HEMdZPNfOLF9W3LeE7dkC,2003,A,0.0976,0.52,0.515,0.0,0.271,-5.497,0.0276,0.193,142.086,36.0,singer,country,1,12.330946040628971,10.444066134451466
2HEuKwtgWSM9G8cQwAGDvy,1971,A,0.539,0.494,0.438,0.0,0.0851,-15.007,0.0547,0.668,135.092,77.0,singer,rock,0,12.367515245993616,14.034636449280278
2HFZdQQ1Rt7hlZP8uqhMAX,2003,"A♯, B♭",0.053,0.58,0.776,0.0,0.0728,-6.997,0.0397,0.565,147.309,64.0,band,country,0,12.28334845193733,13.400086018961536
2HGFgwZ3hf0flCN1T1VIDr,1991,B,0.0606,0.793,0.854,1.98e-06,0.0423,-13.158,0.052,0.838,122.856,28.0,band,electronic/dance,0,12.412493142791114,7.213768308118642
2HGymMoOdB4ZYv0AAqYmgF,2018,F,0.708,0.534,0.815,0.0,0.111,-2.815,0.0278,0.564,159.848,69.0,singer,country,0,12.167960517669087,11.268571045253626
2HOtzVQBc6VHVLOAUybCpx,2004,"G♯, A♭",0.00552,0.565,0.612,0.288,0.222,-15.725,0.0298,0.528,119.991,30.0,-,unknown,0,12.245913358751377,6.953684210870537
2HPVtKMWRlP1r9ODenvePM,2008,"A♯, B♭",0.0736,0.677,0.452,0.0065,0.0969,-6.468,0.0332,0.595,72.78,73.0,singer,rock,0,12.465308946092254,14.301894912550491
2HTDCO1DFp5QNJMbn1IVsa,1968,D,0.894,0.534,0.36,0.101,0.0976,-18.08,0.0394,0.671,162.38,43.0,band,rock,0,12.360226182496207,11.698084658528748
2HTRbbAy1RHTsRbJ0RNcjM,2008,C,0.311,0.39,0.715,0.0,0.212,-3.448,0.0342,0.379,153.655,65.0,-,country,0,12.370628998071313,13.165652725502726
2HVSWAg4zSXDLVb9ioSUDs,2006,"C♯, D♭",0.284,0.724,0.457,0.702,0.0908,-9.874,0.0389,0.626,88.015,26.0,-,functional,0,12.325800455553056,9.315150736328528
